CLASS_DTL_ID	CLASS_ID	CLASS_DTL_CD	DICT_ID	VIEW_ORDER	DEFAULT_FLG
203	71	inputLimitCheckAlphabetOnlyError	1962	3	0
204	71	inputLimitCheckAlphabetAndHyphenOnlyError	1963	4	0
205	71	inputLimitCheckAlphabetAndNumericOnlyError	1960	5	0
206	71	inputLimitCheckAlphabetAndNumericAndHyphenOnlyError	1961	6	0
207	71	inputLimitCheckAlphabetAndNumericAndSymbolOnlyError	1967	7	0
208	71	inputLimitCheckHalfWidthOnlyError	1964	8	0
209	71	inputLimitCheckFullWidthOnlyError	1965	9	0
210	71	inputLimitCheckTimeOnlyError	1966	10	0
211	71	inputLimitCheckTimeHHMMSSOnlyError	2072	11	0
212	72	1	2381	1	0
213	72	2	2382	2	0
214	72	3	2383	3	0
215	73	0	1819	1	0
216	73	1	1820	2	0
217	74	0	1819	1	1
218	74	1	1820	2	0
219	74	2	1822	3	0
220	75	0	1819	1	0
221	75	1	1820	2	0
222	75	2	1821	3	0
223	76	0	1871	1	0
224	76	1	1872	2	0
225	77	00	1765	1	0
226	77	01	1766	2	0
227	78	0	2069	1	0
228	78	1	2070	2	0
229	79	1	1923	1	0
230	79	2	1924	2	0
231	79	3	1789	3	0
232	80	1	1919	1	0
233	80	2	1920	2	0
234	80	3	1921	3	0
235	80	4	1922	4	0
236	81	1	1781	1	0
237	81	2	1916	2	0
238	81	3	1917	3	0
239	82	1	1775	2	0
240	82	0	1776	1	0
241	83	1	1775	2	0
242	83	0	1776	1	0
243	84	00	1882	1	0
244	84	01	1884	2	0
245	84	02	1885	3	0
246	85	0	2390	0	0
247	85	1	2391	1	0
248	86	error	1789	1	0
249	86	warn	1924	2	0
250	86	info	1923	3	0
251	86	confirm	1143	4	0
252	87	0	2081	0	0
253	87	1	1764	1	0
254	88	00	1878	1	0
255	88	01	1879	2	0
256	88	02	1880	3	0
257	88	99	1881	4	0
258	89	0	2082	0	0
259	89	1	2083	1	0
260	90	0	2094	1	0
261	90	1	2095	2	0
262	91	0	1954	1	0
263	91	1	610	2	0
264	92	0	1841	1	0
265	92	1	1842	2	1
266	93	0	1842	1	0
267	93	1	938	2	1
268	94	0	1836	1	0
269	94	1	2066	2	0
270	95	0	1978	1	1
271	95	1	1979	2	0
272	96	0	1836	1	0
273	96	1	2066	2	0
274	97	0	1842	1	0
275	97	1	2096	2	1
276	98	1	1777	2	0
277	98	0	1778	1	0
278	99	0	2007	0	0
279	99	1	2008	1	0
280	100	0	2077	1	0
281	100	1	2078	2	0
282	101	0	2079	1	0
283	101	1	2080	2	0
284	102	0	1837	1	0
285	102	1	1838	2	0
286	103	10	1790	1	0
287	103	15	1791	2	0
288	103	20	1792	3	0
289	103	25	1793	4	0
290	103	30	1794	5	0
291	103	35	1795	6	0
292	103	40	1796	7	0
293	103	45	1797	8	0
294	103	50	901	9	0
295	103	55	902	10	0
296	103	60	3860	11	0
297	103	90	1799	12	0
298	103	99	980	13	0
299	104	0	2067	1	0
300	104	1	2068	2	0
301	105	0	2007	0	0
302	105	1	2008	1	0
303	106	1	819	1	0
304	107	1	1817	1	1
305	107	2	1818	2	0
306	107	3	2600	3	0
307	107	4	1664	4	0
308	108	1	1003	1	0
309	108	2	724	2	0
310	109	0	1778	1	0
311	109	1	1777	2	0
312	110	0	2112	1	0
313	110	1	2115	2	0
314	111	0	1868	1	0
315	111	1	1869	2	0
316	111	7	1870	3	0
317	112	1	1769	2	0
318	112	0	1770	1	0
319	113	10	1790	1	0
320	113	15	1791	2	0
321	113	20	1792	3	0
322	113	25	1793	4	0
323	113	30	1794	5	0
324	113	35	1795	6	0
325	113	40	1796	7	0
326	113	45	1797	8	0
327	113	50	901	9	0
328	113	55	902	10	0
329	113	60	3860	11	0
330	113	90	1799	12	0
331	113	99	980	13	0
332	114	0	2607	1	1
333	114	1	1178	2	0
334	115	0	1982	1	0
335	115	1	2050	2	0
336	115	2	2051	3	0
337	115	3	2052	4	0
338	115	5	2053	5	0
339	115	6	2054	6	0
340	116	1	1814	1	1
341	116	2	111	2	0
342	117	0	1876	1	0
343	117	1	1988	2	0
344	118	0	2097	1	1
345	118	1	2098	2	0
346	119	0	2105	1	1
347	119	9	2100	2	0
348	120	0	2106	1	1
349	120	1	2107	2	0
350	120	2	2108	3	0
351	121	0	2097	1	0
352	121	1	2098	2	0
353	121	2	2099	3	0
354	121	9	2100	4	0
355	122	0	2066	1	0
356	122	1	1836	2	0
357	123	0	2326	1	0
358	123	1	2327	2	0
359	124	CODE39	2116	1	1
360	124	CODE128	2117	2	0
361	124	CODABAR	2118	3	0
362	124	JAN	2119	4	0
363	124	ITF	2120	5	0
364	125	0	2123	1	1
365	125	1	2124	2	0
366	125	2	2125	3	0
367	126	CODE39	2116	1	1
368	126	CODE128	2117	2	0
369	126	CODABAR	2118	3	0
370	126	JAN	2119	4	0
371	126	ITF	2120	5	0
372	127	0	2007	0	0
373	127	1	2008	1	0
374	128	101	1982	1	0
375	128	102	2536	2	0
376	128	103	2537	3	0
377	128	105	2538	4	0
378	128	107	2539	5	0
379	128	113	2540	6	0
380	128	201	2541	7	0
381	128	202	2542	8	0
382	128	203	2543	9	0
383	128	601	2544	10	0
384	128	603	2545	11	0
385	128	605	2546	12	0
386	128	701	2547	13	0
387	128	702	2548	14	0
388	128	703	2549	15	0
389	128	704	2550	16	0
390	128	705	2551	17	0
391	128	707	2552	18	0
392	129	0	1846	1	0
393	129	1	1847	2	1
394	130	0	1896	1	0
395	130	1	1899	2	0
396	130	2	1900	3	0
397	130	3	1901	4	0
398	130	4	1902	5	0
399	130	5	1903	6	0
400	130	6	1898	7	0
401	131	00	1800	1	0
402	131	01	1801	2	0
403	131	02	1802	3	0
404	131	09	1803	4	0
405	132	0	1854	1	0
406	132	1	1855	2	0
407	133	01	1786	1	0
408	133	02	1787	2	0
409	133	03	1788	3	0
410	133	90	796	4	0
411	133	99	980	5	0
412	134	0	2075	1	0
413	134	1	2076	2	0
414	135	1	2126	1	0
415	136	0	2085	1	1
416	136	1	2086	2	0
417	136	2	1876	3	0
418	137	0	2073	1	0
419	137	1	2074	2	0
420	138	0	2000	1	0
421	138	1	2001	2	0
422	139	0	1808	1	0
423	139	1	1809	2	0
424	140	0	2112	1	1
425	140	1	2113	2	0
426	140	2	2114	3	0
427	140	3	2115	4	0
428	141	0	2089	1	0
429	141	1	2090	2	0
430	142	0	1969	1	1
431	142	1	1970	2	0
432	143	0	2106	1	1
433	143	1	2107	2	0
434	144	1	159	1	0
435	144	2	160	2	0
436	144	3	819	3	0
437	145	0	137	1	1
438	145	1	138	2	0
439	145	2	139	3	0
440	146	0	2032	1	0
441	146	1	2035	2	0
442	146	2	2036	3	0
443	146	5	2037	4	0
