MENU_ID	MENU_GRP_ID	SCREEN_ID	DICT_ID	URL_PATH	TARGET_WINDOW	VIEW_ORDER	DEL_FLG
125	9	316		#/wms/master/HTDictCultureMaster	0	34	0
126	9	318		#/wms/master/HTMessageMaster	0	35	0
127	9	433		#/wms/master/WebHTinfoMaster	0	36	0
128	9	233		#/base/master/PropertyMaster	0	37	0
129	10	337	1214	resources/menu/manual_common.pdf?downloadFile=manual/manual_common.pdf	0	1	0
130	10	343	1218	resources/menu/manual_pc.pdf?downloadFile=manual/manual_pc.pdf	0	2	0
131	10	341	1222	resources/menu/manual_ht.pdf?downloadFile=manual/manual_ht.pdf	0	3	0
132	10	344	1224	resources/menu/manual_ht.pdf?downloadFile=manual/manual_sd.pdf	0	4	0
133	10	340	1226	resources/menu/manual_help.pdf?downloadFile=manual/manual_help.pdf	0	5	0
134	10	342	1260	resources/menu/manual_label.pdf?downloadFile=manual/manual_label.pdf	0	6	0
135	10	338	1258	resources/menu/manual_ec.pdf?downloadFile=manual/manual_ec.pdf	0	7	0
136	10	312	1230	resources/menu/ReceivePlanBulkInput.xlsx?downloadFile=xlsTemplate/ReceivePlanBulkInput.xlsx	0	8	0
137	10	314	1232	resources/menu/ShippingPlanBulkInput.xlsx?downloadFile=xlsTemplate/ShippingPlanBulkInput.xlsx	0	9	0
138	10	315	1240	resources/menu/CustomerMasterBulkInput.xlsx?downloadFile=xlsTemplate/ZoneMasterBulkInput.xlsx	0	10	0
139	10	309	1238	resources/menu/CustomerMasterBulkInput.xlsx?downloadFile=xlsTemplate/LocationMasterBulkInput.xlsx	0	11	0
140	10	308	1236	resources/menu/CustomerMasterBulkInput.xlsx?downloadFile=xlsTemplate/CustomerMasterBulkInput.xlsx	0	12	0
141	10	311	1234	resources/menu/ProductMasterBulkInput.xlsx?downloadFile=xlsTemplate/ProductMasterBulkInput.xlsx	0	13	0
142	10	310	1242	resources/menu/ProductShapeMasterBulkInput.xlsx?downloadFile=xlsTemplate/ProductShapeMasterBulkInput.xlsx	0	14	0
143	10	307	1639	resources/menu/BarcodeLabelBulkPrint.xlsx?downloadFile=xlsTemplate/BarcodeLabelBulkPrint.xlsx	0	15	0
144	10	313	2588	resources/menu/SerialNoBulkInput.xlsx?downloadFile=xlsTemplate/SerialNoBulkInput.xlsx	0	16	0
145	10	337	1216	resources/menu/manual_common.pdf?downloadFile=manual/enUS/manual_common_enUS.pdf	0	17	1
146	10	343	1220	resources/menu/manual_pc.pdf?downloadFile=manual/enUS/manual_pc_enUS.pdf	0	18	1
147	10	340	1228	resources/menu/manual_help.pdf?downloadFile=manual/enUS/manual_help_enUS.pdf	0	19	1
148	10	312	1231	resources/menu/ReceivePlanBulkInput.xlsx?downloadFile=xlsTemplate/enUS/ReceivePlanBulkInput.xlsx	0	20	1
149	10	314	1233	resources/menu/ShippingPlanBulkInput.xlsx?downloadFile=xlsTemplate/enUS/ShippingPlanBulkInput.xlsx	0	21	1
150	10	315	1241	resources/menu/CustomerMasterBulkInput.xlsx?downloadFile=xlsTemplate/enUS/ZoneMasterBulkInput.xlsx	0	22	1
151	10	309	1239	resources/menu/CustomerMasterBulkInput.xlsx?downloadFile=xlsTemplate/enUS/LocationMasterBulkInput.xlsx	0	23	1
152	10	308	1237	resources/menu/CustomerMasterBulkInput.xlsx?downloadFile=xlsTemplate/enUS/CustomerMasterBulkInput.xlsx	0	24	1
153	10	311	1235	resources/menu/ProductMasterBulkInput.xlsx?downloadFile=xlsTemplate/enUS/ProductMasterBulkInput.xlsx	0	25	1
154	10	310	1243	resources/menu/ProductShapeMasterBulkInput.xlsx?downloadFile=xlsTemplate/enUS/ProductShapeMasterBulkInput.xlsx	0	26	1
155	10	337	1217	resources/menu/manual_common.pdf?downloadFile=manual/zhCN/manual_common_zhCN.pdf	0	27	1
156	10	343	1221	resources/menu/manual_pc.pdf?downloadFile=manual/zhCN/manual_pc_zhCN.pdf	0	28	1
157	10	340	1229	resources/menu/manual_help.pdf?downloadFile=manual/zhCN/manual_help_zhCN.pdf	0	29	1
158	11	377		#/wms/receive/ReceiveInspectionSD	0	1	0
159	12	360		#/wms/shipping/PickingSD	0	1	0
160	12	352		#/wms/shipping/OrderPickingSD	0	2	0
161	12	275		#/wms/shipping/CasePickingSD	0	3	0
162	13	329		#/wms/inventory/InventoryInputSD	0	1	0
163	14	71		ReceiveInspectionLabel/load	0	1	0
164	14	109		ReceiveStoreKariLoc/load	0	2	0
165	14	89		ReceiveNoPlanInspectionLabel/load	0	3	0
166	14	52		ReceiveInspecStoreLabel/load	0	4	0
167	14	123		SerialReceiveInspectionWorkNo/load	0	5	0
168	15	163		ShippingPickingStart/start	0	1	0
169	15	156		ShippingNoPackingWorkNo/load	0	2	0
170	15	177		SingleRowShippingNoPackingNo/load	0	3	0
171	15	141		ShippingCasePickingNo/load	0	4	0
172	15	150		ShippingLoadingInspectionNo/load	0	5	0
173	15	132		SerialShippingInspectionWorkNo/load	0	6	0
174	16	201		StockSearchCondition/load	0	1	0
175	16	192		StockMoveOutLoc/load	0	2	0
176	16	184		StockMoveInJanCd/load	0	3	0
177	16	28	2680	LocationMoveOutLoc/load	0	4	0
178	17	15		InventoryInputProductKbn/load	0	1	0
179	18	2		AttendanceEntryRegister/load	0	1	1
180	19	37	156	PrinterSelectReportLayout/load	0	1	0
181	19	37	157	PrinterSelectReportLayout/loadTerminal	0	2	0
