MESSAGE_ID	MESSAGE_CD	MESSAGE_TYPE	SYSTEM_TYPE	MESSAGE_NM	MESSAGE_ABBR	CULTURE_ID
102	dispNmNotFoundInDispMasterError	error	base	画面名称在画面主表中不存在。	不存在	3
103	duplicateClickError	error	base	登録しようとしたデータはすでに登録済みです。	二重送信	1
104	duplicateClickError	error	base	This data is already registered.	Already registered	2
105	duplicateClickError	error	base	要登录的数据之前已登录。	二重送信	3
106	entityAlreadyDeletedError	error	base	他のユーザに変更された可能性があります。内容を確認して下さい。	他ユーザ変更	1
107	entityAlreadyDeletedError	error	base	This record may have been modified by another user. Please review the contents.	Changed by other user	2
108	entityAlreadyDeletedError	error	base	其他用户可能正在变更。请确认内容。	其他用户变更	3
109	entityAlreadyExistsError	error	base	データが重複している為、登録できません。管理者に連絡して下さい。	重複	1
110	entityAlreadyExistsError	error	base	Duplicate data already exists and cannot be registered. If this is an error, please contact your administrator.	Duplicate data	2
111	entityAlreadyExistsError	error	base	数据重复，无法登录。请联络管理者。	重复	3
112	entityAlreadyUpdatedError	error	base	他のユーザに変更されています。内容を確認して下さい。	他ユーザ変更	1
113	entityAlreadyUpdatedError	error	base	This record has been modified by another user. Please review the updated contents.	Changed by other user	2
114	entityAlreadyUpdatedError	error	base	其他用户正在更改。请确认内容。	其他用户变更	3
115	entry	info	base	登録		1
116	entry	info	base	Register		2
117	entry	info	base	登录		3
118	fileUploadDefineError	error	base	アップロード用の定義情報が不正です。管理者にご連絡下さい。	アップロード定義不正	1
119	fileUploadDefineError	error	base	Invalid upload file format. Please contact your administrator.	Invalid upload format	2
120	fileUploadDefineError	error	base	上传用的定义信息不正确。请联络管理者。	上传定义错误	3
121	fileUploadOpenError	error	base	アップロードされたファイルが開けませんでした。ファイルに問題がないか確認して下さい。	ファイルオープン不可	1
122	fileUploadOpenError	error	base	Could not open the file. Please make sure the file exists and is in a valid format.	Unable to open file	2
123	fileUploadOpenError	error	base	打不开上传的文件。请确认文件是否正常。	文件无法打开	3
124	fileUploadSetCsvColError	error	base	データの取り込み中にエラーが発生しました。[/]行番号：[0] , 列番号：[1]	取込失敗	1
125	fileUploadSetCsvColError	error	base	An error occurred while processing the data. [/] Line number: [0], column number: [1]	Acquisition failure	2
126	fileUploadSetCsvColError	error	base	数据读入过程中发生错误。[/]行号码：[0] , 列号码：[1]	读入失败	3
127	fileUploadSetCsvRowError	error	base	データの取り込み中にエラーが発生しました。[/]行番号：[0]	取込失敗	1
128	fileUploadSetCsvRowError	error	base	An error occurred while processing the data. [/] Line number: [0]	Acquisition failure	2
129	fileUploadSetCsvRowError	error	base	数据读入过程中发生错误。[/]行号码：[0]	读入失败	3
130	fileUploadSetError	error	base	データの取り込み中にエラーが発生しました。	取込失敗	1
131	fileUploadSetError	error	base	An error occurred while processing the data.	Acquisition failure	2
132	fileUploadSetError	error	base	数据读入过程中发生错误。	读入失败	3
133	fileUploadSetExcelColError	error	base	データの取り込み中にエラーが発生しました。[/]シート名：[0] , 行番号：[1] , 列番号：[2]	取込失敗	1
134	fileUploadSetExcelColError	error	base	An error occurred while processing the data. [/] Sheet Name: [0], line number: [1], the column number: [2]	Acquisition failure	2
135	fileUploadSetExcelColError	error	base	数据读入过程中发生错误。[/]工作表名：[0] , 行号码：[1] , 列号码：[2]	读入失败	3
136	fileUploadSetExcelRowError	error	base	データの取り込み中にエラーが発生しました。[/]シート名：[0] , 行番号：[1]	取込失敗	1
137	fileUploadSetExcelRowError	error	base	An error occurred while processing the data. [/] Sheet Name: [0], line number: [1]	Acquisition failure	2
138	fileUploadSetExcelRowError	error	base	数据读入过程中发生错误。[/]工作表名：[0] , 行号码：[1]	读入失败	3
139	fileUploadSetExcelSheetError	error	base	データの取り込み中にエラーが発生しました。[/]シート名：[0]	取込失敗	1
140	fileUploadSetExcelSheetError	error	base	An error occurred while processing the data. [/] Sheet Name: [0]	Acquisition failure	2
141	fileUploadSetExcelSheetError	error	base	数据读入过程中发生错误。[/]工作表名：[0]	读入失败	3
142	gridColExtDialogDescription_A01_00_Head	info	base	当画面について		1
143	gridColExtDialogDescription_A01_00_Head	info	base	About this screen		2
144	gridColExtDialogDescription_A01_00_Head	info	base	关于此画面		3
145	gridColExtDialogDescription_A01_01_Title	info	base	当画面でできること		1
146	gridColExtDialogDescription_A01_01_Title	info	base	Usage		2
147	gridColExtDialogDescription_A01_01_Title	info	base	此画面可以操作的		3
148	gridColExtDialogDescription_A01_01_Value	info	base	「列の順序」と「列の幅」を変更できます。		1
149	gridColExtDialogDescription_A01_01_Value	info	base	Column width and column order can be edited.		2
150	gridColExtDialogDescription_A01_01_Value	info	base	可以变更「列的顺序」和「列的幅」。		3
151	gridColExtDialogDescription_A01_02_Title	info	base	[blank]		1
152	gridColExtDialogDescription_A01_02_Title	info	base	[blank]		2
153	gridColExtDialogDescription_A01_02_Title	info	base	[blank]		3
154	gridColExtDialogDescription_A01_02_Value	info	base	【登録】ボタンで保存した変更は次のログイン以降も引き継がれます。		1
155	gridColExtDialogDescription_A01_02_Value	info	base	Saved changes will be carried over to the next log in.		2
156	gridColExtDialogDescription_A01_02_Value	info	base	【登录】按钮保存的变更在下次登录后也能继承。		3
157	gridColExtDialogDescription_A02_00_Head	info	base	画面項目について		1
158	gridColExtDialogDescription_A02_00_Head	info	base	Functions		2
159	gridColExtDialogDescription_A02_00_Head	info	base	关于画面项目		3
160	gridColExtDialogDescription_A02_01_Title	info	base	列一覧		1
161	gridColExtDialogDescription_A02_01_Title	info	base	Column Order		2
162	gridColExtDialogDescription_A02_01_Title	info	base	列一览		3
163	gridColExtDialogDescription_A02_01_Value	info	base	列の順序を変更できます。		1
164	gridColExtDialogDescription_A02_01_Value	info	base	Change column order.		2
165	gridColExtDialogDescription_A02_01_Value	info	base	可以变更列的顺序。		3
166	gridColExtDialogDescription_A02_02_Title	info	base	[blank]		1
167	gridColExtDialogDescription_A02_02_Title	info	base	[blank]		2
168	gridColExtDialogDescription_A02_02_Title	info	base	[blank]		3
169	gridColExtDialogDescription_A02_02_Value	info	base	列を選択し、右の移動ボタンで順序を変更します。		1
170	gridColExtDialogDescription_A02_02_Value	info	base	Select a column and use the button on the right to change its order.		2
171	gridColExtDialogDescription_A02_02_Value	info	base	选择列、通过右边的移动按钮变更顺序。		3
172	gridColExtDialogDescription_A02_03_Title	info	base	[blank]		1
173	gridColExtDialogDescription_A02_03_Title	info	base	[blank]		2
174	gridColExtDialogDescription_A02_03_Title	info	base	[blank]		3
175	gridColExtDialogDescription_A02_03_Value	info	base	ボタンは上から「選択列を一番上に移動」「選択列をひとつ上に移動」「選択列をひとつ下に移動」「選択列を一番下に移動」の移動ボタンです。		1
176	gridColExtDialogDescription_A02_03_Value	info	base	"From top to bottom, the buttons perform these functions: ""Move selected row to the top,"" ""Move selected row up by one,"" ""Move selected row down by one,"" ""Move selected row to the bottom."""		2
177	gridColExtDialogDescription_A02_03_Value	info	base	按钮从上开始分别是「移动选择列到最上方」「选择列向上移动一个位置」「选择列向下移动一个位置」「选择列移动到最下方」。		3
178	gridColExtDialogDescription_A02_04_Title	info	base	列幅一覧		1
179	gridColExtDialogDescription_A02_04_Title	info	base	Column Width		2
180	gridColExtDialogDescription_A02_04_Title	info	base	列宽一览		3
181	gridColExtDialogDescription_A02_04_Value	info	base	列の幅を変更できます。		1
182	gridColExtDialogDescription_A02_04_Value	info	base	Change column width.		2
183	gridColExtDialogDescription_A02_04_Value	info	base	可以变更列的宽度。		3
184	gridColExtDialogDescription_A02_05_Title	info	base	[blank]		1
185	gridColExtDialogDescription_A02_05_Title	info	base	[blank]		2
186	gridColExtDialogDescription_A02_05_Title	info	base	[blank]		3
187	gridColExtDialogDescription_A02_05_Value	info	base	列名の下の入力欄に幅の大きさを入力して幅を変更します。		1
188	gridColExtDialogDescription_A02_05_Value	info	base	Edit the value in the input field under the column name to change its width.		2
189	gridColExtDialogDescription_A02_05_Value	info	base	列名下方的输入栏中输入宽的大小，可以变更宽度。		3
190	gridColExtDialogDescription_A02_06_Title	info	base	[blank]		1
191	gridColExtDialogDescription_A02_06_Title	info	base	[blank]		2
192	gridColExtDialogDescription_A02_06_Title	info	base	[blank]		3
193	gridColExtDialogDescription_A02_06_Value	info	base	マウスで境目を直接左右に動かす事でも調整できます。		1
194	gridColExtDialogDescription_A02_06_Value	info	base	The width may also be adjusted by clicking and dragging the borders in between the column names.		2
195	gridColExtDialogDescription_A02_06_Value	info	base	通过鼠标在边界上直接左右移动也能调整。		3
196	gridColExtDialogDescription_A02_07_Title	info	base	【閉じる】ボタン		1
197	gridColExtDialogDescription_A02_07_Title	info	base	[Close] button		2
198	gridColExtDialogDescription_A02_07_Title	info	base	【关闭】按钮		3
199	gridColExtDialogDescription_A02_07_Value	info	base	変更を破棄して当画面を閉じます。変更は保存されません。		1
200	gridColExtDialogDescription_A02_07_Value	info	base	Discard changes and close the screen. Changes will not be saved.		2
201	gridColExtDialogDescription_A02_07_Value	info	base	放弃变更，关闭当前画面。不保存变更。		3
202	gridColExtDialogDescription_A02_08_Title	info	base	【リセット】ボタン		1
203	gridColExtDialogDescription_A02_08_Title	info	base	[Reset] button		2
204	gridColExtDialogDescription_A02_08_Title	info	base	【重置】按钮		3
205	gridColExtDialogDescription_A02_08_Value	info	base	保存した状態を破棄して初期状態に戻ります。初期状態を保存したい場合は【登録】ボタンを押してください。		1
206	gridColExtDialogDescription_A02_08_Value	info	base	Discard changes and restore defaults. In order to keep the default settings click the [Register] button.		2
207	gridColExtDialogDescription_A02_08_Value	info	base	保存的状态下放弃变更，回到初始状态。要保存初始状态时请按下【登录】按钮。		3
208	gridColExtDialogDescription_A02_09_Title	info	base	【登録】ボタン		1
209	gridColExtDialogDescription_A02_09_Title	info	base	[Submit] button		2
210	gridColExtDialogDescription_A02_09_Title	info	base	【登录】按钮		3
211	gridColExtDialogDescription_A02_09_Value	info	base	変更した内容を保存して当画面を閉じます。		1
212	gridColExtDialogDescription_A02_09_Value	info	base	Save changes and close the page.		2
213	gridColExtDialogDescription_A02_09_Value	info	base	保存变更的内容，关闭当前页。		3
214	gridColExtDialogDescription_A03_00_Head	info	base	ヒント		1
215	gridColExtDialogDescription_A03_00_Head	info	base	Tips		2
216	gridColExtDialogDescription_A03_00_Head	info	base	提示		3
217	gridColExtDialogDescription_A03_01_Title	info	base	幅の制限		1
218	gridColExtDialogDescription_A03_01_Title	info	base	Width limit		2
219	gridColExtDialogDescription_A03_01_Title	info	base	宽的限制		3
220	gridColExtDialogDescription_A03_01_Value	info	base	幅に入力できる大きさは、最小が40、最大が2000です。単位はピクセルです。		1
221	gridColExtDialogDescription_A03_01_Value	info	base	The range of widths that may be entered is between 40 and 2000, in pixels.		2
222	gridColExtDialogDescription_A03_01_Value	info	base	宽度可以输入的大小为，最小40，最大2000。单位为像素。。		3
223	gridColExtDialogDescription_A03_02_Title	info	base	幅を戻す		1
224	gridColExtDialogDescription_A03_02_Title	info	base	Revert width		2
225	gridColExtDialogDescription_A03_02_Title	info	base	返回宽度		3
226	gridColExtDialogDescription_A03_02_Value	info	base	列の境目をダブルクリックすると初期状態の幅に戻ります。		1
227	gridColExtDialogDescription_A03_02_Value	info	base	Double clicking the column border returns its width to default.		2
228	gridColExtDialogDescription_A03_02_Value	info	base	列的边界上双击后，回到初始状态的宽度。		3
229	gridColExtDialogDescription_A03_03_Title	info	base	複数列の順序を移動		1
230	gridColExtDialogDescription_A03_03_Title	info	base	Move multiple rows		2
231	gridColExtDialogDescription_A03_03_Title	info	base	移动复数列的顺序		3
232	gridColExtDialogDescription_A03_03_Value	info	base	列一覧 または、列幅一覧でCtrlキーを押しながら列をクリックすることで複数の列を選択できます。		1
233	gridColExtDialogDescription_A03_03_Value	info	base	Additional columns may be selected by holding down the CTRL key and clicking another row.		2
234	gridColExtDialogDescription_A03_03_Value	info	base	在列一览或者列宽时，一边按着Ctrl键一边点击列后，即可选择复数条列。		3
235	gridColExtDialogDescription_A03_04_Title	info	base	[blank]		1
236	gridColExtDialogDescription_A03_04_Title	info	base	[blank]		2
237	gridColExtDialogDescription_A03_04_Title	info	base	[blank]		3
238	gridColExtDialogDescription_A03_04_Value	info	base	選択した列は移動ボタンで順序を変更できます。		1
239	gridColExtDialogDescription_A03_04_Value	info	base	The order of the selected columns can be changed with the Move button.		2
240	gridColExtDialogDescription_A03_04_Value	info	base	选择的列可以通过移动按钮来变更顺序。		3
241	httpConnectionError	error	base	サーバに接続出来ませんでした。  HttpStatus:[0]  接続先:[1]	サーバ接続不可	1
242	httpConnectionError	error	base	Unable to connect to the server. HttpStatus: [0] Destination: [1]	Server connection error	2
243	httpConnectionError	error	base	服务器无法连接。  HttpStatus:[0]  接入点:[1]	服务器无法连接	3
244	httpConnectionErrorTitle	error	base	以下のエラーが発生しました。[/]ネットワークに接続出来るか確認して下さい。[/]それでも解決しない場合、以下の内容を管理者にお伝え下さい。	サーバ接続不可	1
245	httpConnectionErrorTitle	error	base	The following error occurred. [/]Check your network connectivity. [/]If the problem persists, please notify your administrator with the following content.	Server connection error	2
246	httpConnectionErrorTitle	error	base	发生以下错误。[/]请确认是否已网络连接是否正常。[/]如果仍然无法解决，请把以下内容通知管理员。	服务器无法连接	3
247	infoMasterError	error	base	お知らせマスタ取得エラー	取得失敗	1
248	infoMasterError	error	base	Announcement Master acquisition error	Acquisition failure	2
249	infoMasterError	error	base	通知主表取得错误	取得失败	3
250	infoTitle	info	base	お知らせ		1
251	infoTitle	info	base	Information		2
252	infoTitle	info	base	通知		3
253	insertProcessNormalEndInformation	info	base	正常に登録されました。	正常終了	1
254	insertProcessNormalEndInformation	info	base	Registered successfully.	Success	2
255	insertProcessNormalEndInformation	info	base	正常登录完成。	正常终了	3
256	integerLengthError	error	base	整数[0]桁以内	整数[0]桁以内	1
257	integerLengthError	error	base	Integer up to [0] digit(s)	Integer up to [0] digit(s)	2
258	integerLengthError	error	base	整数[0]位以内	整数[0]位以内	3
259	isMismatchBColAndExtWarn	warn	base	最後に列の順序、幅を変更した後に、列の追加が行われています。設定画面から設定し直してください。		1
260	isMismatchBColAndExtWarn	warn	base	A new column has been added since the last time column order or width was edited. Please re-configure column settings from the configuration screen.		2
261	isMismatchBColAndExtWarn	warn	base	最后在列的顺序，宽度变更后，进行列的追加。请从设定画面重新设定。		3
262	itemCdDuplicateError	error	base	項目CDが重複しています。	重複	1
263	itemCdDuplicateError	error	base	Duplicate Item Code.	Duplicate data	2
264	itemCdDuplicateError	error	base	项目CD重复。	重复	3
265	itemEditableCannotSelectExceptionError	error	base	編集不可の項目は編集可を設定できません。	編集不可項目	1
266	itemEditableCannotSelectExceptionError	error	base	Non-editable items can not be set editable.	Not editable	2
267	itemEditableCannotSelectExceptionError	error	base	无法编辑的项目不能设定为可以编辑。	编辑不可项目	3
268	itemMasterError	error	base	項目マスタ取得エラー	取得失敗	1
269	itemMasterError	error	base	Item Master acquisition error	Acquisition failure	2
270	itemMasterError	error	base	项目主表取得错误	取得失败	3
271	itemNecessaryableCannotSelectExceptionError	error	base	必須の項目は任意を設定できません。	必須項目	1
272	itemNecessaryableCannotSelectExceptionError	error	base	Required items can not be changed to optional.	Required	2
273	itemNecessaryableCannotSelectExceptionError	error	base	必须的项目无法设定为任意。	必须项目	3
274	itemVisibleCannotSelectExceptionError	error	base	表示不可の項目は表示可を設定できません。	表示不可項目	1
275	itemVisibleCannotSelectExceptionError	error	base	Cannot set visibility of non-displayable object.	Invisible	2
276	itemVisibleCannotSelectExceptionError	error	base	非显示的项目无法设定为显示。	表示不可项目	3
277	keyDownBackSpaceInfo	info	base	backspaceが押されました。[/]前ページへ移動しますか？		1
278	keyDownBackSpaceInfo	info	base	The Backspace key was pressed. [/]Do you really want to move to the previous page?		2
279	keyDownBackSpaceInfo	info	base	按下了backspace。[/]要回到之前页面吗？		3
280	layoutNmNotFoundError	error	base	指定されたレイアウト名称は辞書マスタに登録されていません。	未登録	1
281	layoutNmNotFoundError	error	base	Specified layout name is not registered in Dictionary Master.	Not registered	2
282	layoutNmNotFoundError	error	base	指定的版面设计名称没有在辞典主表中登录。	未登录	3
283	liteLoginErrorBecameLockout	error	base	ログインすることができません｡[/]ロックアウトされました。システム管理者に問い合わせてください。		1
284	liteLoginErrorBecameLockout	error	base	Unable to log in. [/]Your account has been locked. Please contact your system administrator.		2
285	liteLoginErrorBecameLockout	error	base	无法登录｡[/]已锁定。请向系统管理者询问。		3
286	liteLoginErrorLockout	error	base	ログインすることができません｡[/]ロックアウトされています。システム管理者に問い合わせてください。		1
287	liteLoginErrorLockout	error	base	Unable to log in. [/]Your account is currently locked. Please contact your system administrator.		2
288	liteLoginErrorLockout	error	base	无法登录｡[/]已锁定。请向系统管理者询问。		3
289	liteLoginErrorNoUser	error	base	[0]・[1]に誤りがあるか、登録されていません。		1
290	liteLoginErrorNoUser	error	base	[0]/[1] are either invalid or not registered.		2
291	liteLoginErrorNoUser	error	base	由于[0]・[1]错误、无法登录。		3
292	liteLoginErrorUserAvailableOutOfPeriod	error	base	ログインすることができません｡[/]ユーザが利用期間外です。システム管理者に問い合わせてください。		1
293	liteLoginErrorUserAvailableOutOfPeriod	error	base	Unable to log in. User is not activated or has expired. Please contact your system administrator.		2
294	liteLoginErrorUserAvailableOutOfPeriod	error	base	无法登录｡[/]用户不在使用期。请向系统管理者询问。		3
295	liteLoginInfoPasswordExpired	info	base	パスワードの有効期限が切れています。[/]パスワードを変更してください。		1
296	liteLoginInfoPasswordExpired	info	base	Your password is expired. Please change your password.		2
297	liteLoginInfoPasswordExpired	info	base	密码已过期。[/]请变更密码。		3
298	liteLoginInfoPasswordReset	info	base	パスワードがリセットされています。[/]パスワードを変更してください。		1
299	liteLoginInfoPasswordReset	info	base	Your password has been reset. [/] Please change your password.		2
300	liteLoginInfoPasswordReset	info	base	密码已重置。[/]请变更密码。		3
301	logoutTitle	info	base	ログアウト		1
302	logoutTitle	info	base	LOGOUT		2
303	logoutTitle	info	base	退出		3
304	mainMenuTitle	info	base	メニュー		1
305	mainMenuTitle	info	base	MENU		2
306	mainMenuTitle	info	base	菜单		3
307	masterNotFoundError	error	base	マスタ未存在	未存在	1
308	masterNotFoundError	error	base	Master does not exist.	Does not exist	2
309	masterNotFoundError	error	base	主表不存在	不存在	3
310	maxError	error	base	最大[0]以下	最大[0]以下	1
311	maxError	error	base	Must be less than [0]	Must be less than [0]	2
312	maxError	error	base	最大[0]以下	最大[0]以下	3
313	maxFileSize	error	base	サーバへ送信可能なファイルサイズを超えています。	ファイルサイズ超過	1
314	maxFileSize	error	base	Upload exceeds the maximum file size allowed.	File size exceeded	2
315	maxFileSize	error	base	超过能向服务器发送的文件尺寸。	超过文件尺寸	3
316	maxlengthError	error	base	最大[0]文字以下	最大[0]文字以下	1
317	maxlengthError	error	base	Maximum [0] characters	Maximum [0] characters	2
318	maxlengthError	error	base	最大[0]文字以下	最大[0]文字以下	3
319	maxNumberOfFiles	error	base	サーバへ送信可能なファイル数を超えています。	ファイル数超過	1
320	maxNumberOfFiles	error	base	Uploaded number of files exceeds server limits.	Number of files exceeded	2
321	maxNumberOfFiles	error	base	超过能向服务器发送的文件数。	超过文件数	3
322	menuGrpCdDuplicateError	error	base	メニューグループCDが重複しています。	重複	1
323	menuGrpCdDuplicateError	error	base	Duplicate Menu Group Code.	Duplicate data	2
324	menuGrpCdDuplicateError	error	base	菜单组CD重复。	重复	3
325	menuMasterError	error	base	メニューマスタ取得エラー	取得失敗	1
326	menuMasterError	error	base	Menu Master acquisition error	Acquisition failure	2
327	menuMasterError	error	base	菜单主表取得错误	取得失败	3
328	messageCdDuplicateError	error	base	メッセージCDが重複しています。	重複	1
329	messageCdDuplicateError	error	base	Duplicate Message Code.	Duplicate data	2
330	messageCdDuplicateError	error	base	信息CD重复。	重复	3
331	messageMasterError	error	base	メッセージマスタ取得エラー	取得失敗	1
332	messageMasterError	error	base	Message Master acquisition error	Acquisition failure	2
333	messageMasterError	error	base	信息主表取得错误	取得失败	3
334	messageNotFoundError	error	base	メッセージマスタに存在しません。	未存在	1
335	messageNotFoundError	error	base	Does not exist in Message Master.	Does not exist	2
336	messageNotFoundError	error	base	信息主表中不存在。	不存在	3
337	minError	error	base	最小[0]以上	最小[0]以上	1
338	minError	error	base	Must be greater than [0]	Must be greater than [0]	2
339	minError	error	base	最小[0]以上	最小[0]以上	3
340	minFileSize	error	base	サーバへ送信可能なファイルサイズに達していません。	ファイルサイズ不足	1
341	minFileSize	error	base	Upload does not have a valid file size.	Invalid file size	2
342	minFileSize	error	base	没有达到向服务器发送的文件尺寸。	文件尺寸不足	3
343	minlengthError	error	base	最小[0]文字以上	最小[0]文字以上	1
344	minlengthError	error	base	Minimum [0] character(s)	Minimum [0] character(s)	2
345	minlengthError	error	base	最小[0]文字以上	最小[0]文字以上	3
346	moreInfo	error	base	詳しい情報		1
347	moreInfo	error	base	More info		2
