COL_ID	ITEM_ID	COL_CD	DICT_ID	COL_ORDER	COL_TYPE	VISIBLE	EDITABLE	TEXT_ALIGN	NECESSARY	COL_WIDTH	IN_COL_INDEX	IN_COL_DEFAULT_VALUE
1726	3018	storeNum	588	8	calcnumber	1	1	right	1	290		
1727	3018	storeNumMultiText	2922	9	number	0	1	right	0	110		
1728	3018	limitDt	315	10	date	1	1		0	150		
1729	3018	maxLimitDt	1281	11	date	1	0		0	130		
1730	3018	lot	266	12	text	1	1		0	170		
1731	3018	clientOrderNo	354	13	text	1	1		0	210		
1732	3018	treceivePlanB.planStoreLabelNo	579	14	text	1	1		0	140		
1733	3018	storeRecordBComment	587	15	text	1	1		0	300		
1734	3035	treceivePlanB.bclassDtlByReceiveStatus.vdict.dictNm	803	1	text	1	0		0			
1735	3035	treceivePlanB.mproduct.productAbbr	474	2	text	1	0		0			
1736	3035	treceivePlanB.planNum	628	3	number	1	0	right	0			
1737	3035	maxLimitDt	1281	4	date	1	0		0			
1738	3036	treceivePlanB.receiveStatus	565	1	text	1	0		0			
1739	3036	treceivePlanB.bclassDtlByReceiveStatus.vdict.dictNm	803	2	text	1	0		0			
1740	3036	treceivePlanB.productCd	470	3	text	1	0		0			
1741	3036	mlocation.locationCd	262	4	text	1	1		0			
1742	3036	treceivePlanB.mproduct.janCd	180	5	text	1	0		0			
1743	3036	treceivePlanB.mproduct.productAbbr	474	6	text	1	0		0			
1744	3036	productUnit	2936	7	text	1	0		0			
1745	3036	unitNumBreakdown	2717	8	text	1	0	right	0			
1746	3036	treceivePlanB.planNum	628	9	number	1	0	right	0			
1747	3036	planBreakdown	2719	10	text	1	0	right	0			
1748	3036	storeNum	588	12	calcnumber	1	1	right	1			
1749	3036	storeNumMultiText	2922	13	number	0	1	right	0			
1750	3036	limitDt	315	14	date	1	1		0			
1751	3036	maxLimitDt	1281	15	date	1	0		0			
1752	3036	lot	266	16	text	1	1		0			
1753	3036	clientOrderNo	354	17	text	1	1		0			
1754	3036	storeLabelNo	579	18	text	1	0		0			
1755	3036	storeRecordBComment	587	19	text	1	1		0			
1756	3051	treceivePlanH.bclassDtlByReceiveDeliveryStatus.vdict.dictNm	804	1	text	1	0		0	190		
1757	3051	treceivePlanH.receivePlanDt	574	2	date	1	0		0	150		
1758	3051	lastStoreDt	589	3	date	1	0		0	150		
1759	3051	treceivePlanH.planSupplierCd	626	4	text	1	0		0	200		
1760	3051	treceivePlanH.mcustomerByPlanSupplierId.customerNm	1019	5	text	1	0		0	300		
1761	3051	treceivePlanH.mcustomerByPlanSupplierId.customerAbbr	1020	6	text	1	0		0	250		
1762	3051	treceivePlanH.planClientReceiveNo	662	7	text	1	0		0	210		
1763	3051	treceivePlanH.receiveSlipNo	186	8	text	1	0		0	170		
1764	3051	treceivePlanH.treceivePlanHSelf.receiveSlipNo	813	9	text	1	0		0	190		
1765	3051	lineNo	359	10	number	1	0	right	0	60		
1766	3051	productCd	470	11	text	1	0		0	245		
1767	3051	mproduct.productNm	474	12	text	1	0		0	300		
1768	3051	mproduct.productAbbr	475	13	text	1	0		0	300		
1769	3051	productUnit	2936	14	text	1	0		0	90		
1770	3051	mproduct.janCd	180	15	text	1	0		0	205		
1771	3051	treceivePlanH.planDepositCd	632	16	text	1	0		0	160		
1772	3051	treceivePlanH.mcustomerByPlanDepositId.customerNm	1021	17	text	1	0		0	300		
1773	3051	treceivePlanH.mprocessType.processTypeCd	1198	18	text	1	0		0	110		
1774	3051	treceivePlanH.mprocessType.vdict.dictNm	1199	19	text	1	0		0	110		
1775	3051	planClientOrderNo	663	20	text	1	0		0	210		
1776	3051	tstoreRecordBList[0].clientOrderNo	354	21	text	1	0		0	210		
1777	3051	unitNumBreakdown	2717	22	text	1	0	right	0	220		
1778	3051	planNum	815	23	number	1	0	right	0	150		
