SCREEN_ID	SCREEN_CD	DICT_ID	SYSTEM_TYPE
322	InventoryBulkUpdate	953	wms
323	InventoryCreate	873	wms
324	InventoryDiffListPrint	783	wms
325	InventoryHistory	1686	wms
326	InventoryHistorySearch	884	wms
327	InventoryInput	875	wms
328	InventoryInputAddRow	874	wms
329	InventoryInputSD	875	wms_sd
330	InventoryWorkListPrint	882	wms
331	LocationBarcodeListPrint	735	wms
332	LocationMaster	707	wms
333	LocationMasterBulkInput	1407	wms
334	LocationMasterEdit	1406	wms
335	LocationMasterSearch	701	wms
336	LocationMasterSearchSD	701	wms_sd
337	ManualCommon	1214	wms
338	ManualEc	1258	wms
339	ManualGuidance	1213	wms
340	ManualHelp	1226	wms
341	ManualHt	1222	wms
342	ManualLabel	1260	wms
343	ManualPc	1218	wms
344	ManualSd	1224	wms
345	MatchingMaster	2341	wms
346	ModalError	3357	wms
347	ModalLargeErrorDialog	3242	wms
348	ModalLargeWarnDialog	3243	wms
349	ModalLargeWorkInstNum	3239	wms
350	MoveLabelPrint	1299	wms
351	NumberingCenterMaster	2615	wms
352	OrderPickingSD	2568	wms_sd
353	PackingHistory	1673	wms
354	PackingList	1663	wms
355	PackingListUpdate	849	wms
356	ParameterMasterEdit	1302	wms
357	PickingListPrint	1007	wms
358	PickingMethodRecommendation	3229	wms
359	PickingMethodRecommendationDetail	3231	wms
360	PickingSD	699	wms_sd
361	PieceShippingInspect	881	wms
362	PieceShippingInspectBox	909	wms
363	PieceShippingInspectSu	985	wms
364	ProcessTypeMaster	1297	wms
365	ProductMasterBulkInput	1247	wms
366	ProductMasterEdit	703	wms
367	ProductMasterList	702	wms
368	ProductMasterListNum	1630	wms
369	ProductMasterSearch	719	wms
370	ProductMasterSearchSD	719	wms_sd
371	ProductReceiveList	963	wms
372	ProductShapeMasterBulkInput	1540	wms
373	ProductShippingList	871	wms
374	ReceiveHistory	1674	wms
375	ReceiveInput	961	wms
376	ReceiveInputNo	788	wms
377	ReceiveInspectionSD	2562	wms_sd
378	ReceivePartList	809	wms
379	ReceivePlanBulkInput	734	wms
380	ReceivePlanInput	787	wms
381	ReceivePlanListPrint	818	wms
382	ReceiveStatusProgress	1580	wms
383	ReferenceProductReceiveList	2909	wms
384	ReferenceProductShippingList	872	wms
385	ReferenceStockList	2914	wms
386	ReferenceTotalStockList	1466	wms
387	ReplenishInstList	1508	wms
388	SelectClient	163	wms
389	SerialNoBulkInput	2585	wms
390	SerialNoList	2574	wms
391	SetStructureEdit	1484	wms
392	SetStructureSearch	1490	wms
393	ShapeGroupMasterEdit	2927	wms
394	ShapeGroupMasterList	2926	wms
395	ShapeMaster	1536	wms
396	ShippingConfirmList	932	wms
397	ShippingConfirmListCarrierTraceNum	2996	wms
398	ShippingHistory	1679	wms
399	ShippingInputNoPlan	1015	wms
400	ShippingInstDetail	996	wms
401	ShippingInstList	842	wms
402	ShippingLotList	998	wms
403	ShippingPlanBulkInput	988	wms
404	ShippingPlanInput	1005	wms
405	ShippingStatusProgress	1577	wms
406	ShippingTagDataOutput	920	wms
407	ShippingUpdate	1006	wms
408	ShippingWorkRefUpdate	926	wms
409	SingleRowShippingInspect	3224	wms
410	SlipNoReceiveList	795	wms
411	StockAdj	902	wms
412	StockBulkMove	2643	wms
413	StockInOutList	860	wms
414	StockList	876	wms
415	StockMove	992	wms
416	StockMoveBodyList	1656	wms
417	StockMoveHistory	1667	wms
418	StockMoveInstList	1489	wms
419	StockMoveList	1486	wms
420	StockSetInst	1471	wms
421	StockSetInstListPrint	1500	wms
422	StockSetRelease	1475	wms
423	StockSetReleaseListPrint	1501	wms
424	StockTypeMaster	1298	wms
425	StoreLabelPrint	845	wms
426	StwListPrint	990	wms
427	TotalStockList	1465	wms
428	UserEdit	1038	wms
429	UserMasterList	1037	wms
430	VendorMasterSearch	713	wms
431	VendorMasterSearchSD	713	wms_sd
432	WarehouseMaster	700	wms
433	WebHTinfoMaster	3345	wms
434	ZipMaster	706	wms
435	ZipMasterBulkInput	3343	wms
436	ZipMasterEdit	1405	wms
437	ZipMasterSearch	1209	wms
438	ZipMasterSearchSD	1209	wms_sd
439	ZoneMaster	843	wms
