メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ
dataExtFlgPickingCheckHalfWidthOnlyError	error	lms	ja-JP	提供データ抽出済_出庫が半角文字以外です。										
dataExtFlgPickingLengthOutOfRangeError	error	lms	ja-JP	提供データ抽出済_出庫の桁数が範囲外です。										
dataExtFlgWasteCheckHalfWidthOnlyError	error	lms	ja-JP	提供データ抽出済_廃棄が半角文字以外です。										
dataExtFlgWasteLengthOutOfRangeError	error	lms	ja-JP	提供データ抽出済_廃棄の桁数が範囲外です。										
dataExtFlgReturnCheckHalfWidthOnlyError	error	lms	ja-JP	提供データ抽出済_良返が半角文字以外です。										
dataExtFlgReturnLengthOutOfRangeError	error	lms	ja-JP	提供データ抽出済_良返の桁数が範囲外です。										
tenhanshaFaxNoCheckNumericOnlyError	error	lms	ja-JP	店販社ＦＡＸ番号が数字以外です。										
tenhanshaFaxNoCheckHalfWidthOnlyError	error	lms	ja-JP	店販社ＦＡＸ番号が半角文字以外です。										
tenhanshaFaxNoLengthOutOfRangeError	error	lms	ja-JP	店販社ＦＡＸ番号の桁数が範囲外です。										
tenhanshaCdNullError	error	lms	ja-JP	店販社コードが存在しません。										
tenhanshaTelNoCheckHalfWidthOnlyError	error	lms	ja-JP	店販社電話番号が半角文字以外です。										
tenhanshaAddress1LengthOutOfRangeError	error	lms	ja-JP	店販社住所1の桁数が範囲外です。										
tenhanshaAddress2LengthOutOfRangeError	error	lms	ja-JP	店販社住所2の桁数が範囲外です。										
tenhanshaTelNoCheckNumericOnlyError	error	lms	ja-JP	店販社電話番号が数字以外です。										
tenhanshaTelNoLengthOutOfRangeError	error	lms	ja-JP	店販社電話番号の桁数が範囲外です。										
tenhanshaPrefectureLengthOutOfRangeError	error	lms	ja-JP	店販社都道府県の桁数が範囲外です。										
tenhanshaZipCdCheckHalfWidthOnlyError	error	lms	ja-JP	店販社郵便番号が半角文字以外です。										
tenhanshaZipCdLengthOutOfRangeError	error	lms	ja-JP	店販社郵便番号の桁数が範囲外です。										
slipTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	伝票種別が半角文字以外です。										
slipNoCheckHalfWidthOnlyError	error	lms	ja-JP	伝票番号が半角文字以外です。										
slipNoLengthOutOfRangeError	error	lms	ja-JP	伝票番号の桁数が範囲外です。										
telNoCheckNumericOnlyError	error	lms	ja-JP	電話番号が数字以外です。										
telNoLengthOutOfRangeError	error	lms	ja-JP	電話番号の桁数が範囲外です。										
prefectureLengthOutOfRangeError	error	lms	ja-JP	都道府県の桁数が範囲外です。										
todayFlgCheckHalfWidthOnlyError	error	lms	ja-JP	当日分フラグが半角文字以外です。										
uniUserCdCheckHalfWidthOnlyError	error	lms	ja-JP	統合先ユーザーコードが半角文字以外です。										
uniUserCdLengthOutOfRangeError	error	lms	ja-JP	統合先ユーザーコードの桁数が範囲外です。										
accountOrderNoCheckHalfWidthOnlyError	error	lms	ja-JP	得意先注文番号が半角文字以外です。										
specialMessageTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	特殊メッセージ区分が半角文字以外です。										
specialMessageTypeCdLengthOutOfRangeError	error	lms	ja-JP	特殊メッセージ区分の桁数が範囲外です。										
receiveDtCheckNumericOnlyError	error	lms	ja-JP	入荷日が数字以外です。										
receiveDtCheckNotDateFormatError	error	lms	ja-JP	入荷日が日付ではありません。										
receiveDtNullError	error	lms	ja-JP	入荷日が存在しません。										
receiveDtLengthOutOfRangeError	error	lms	ja-JP	入荷日の桁数が範囲外です。										
storeReasonCheckHalfWidthOnlyError	error	lms	ja-JP	入荷発生事由が半角文字以外です。										
receiveNoCheckHalfWidthOnlyError	error	lms	ja-JP	入荷番号が半角文字以外です。										
receiveNoLengthOutOfRangeError	error	lms	ja-JP	入荷番号の桁数が範囲外です。										
storeReasonLengthOutOfRangeError	error	lms	ja-JP	入庫発生事由の桁数が範囲外です。										
storeRecordDuplicateError	error	lms	ja-JP	入庫実績が重複しています。										
storeSlipNoCheckHalfWidthOnlyError	error	lms	ja-JP	入庫伝票番号が半角文字以外です。										
storeDtCheckNumericOnlyError	error	lms	ja-JP	入庫日が数字以外です。										
storeDtCheckNotDateFormatError	error	lms	ja-JP	入庫日が日付ではありません。										
storeDtLengthOutOfRangeError	error	lms	ja-JP	入庫日の桁数が範囲外です。										
rcvShpNoCheckHalfWidthOnlyError	error	lms	ja-JP	入出庫番号が半角文字以外です。										
rcvShpNoLengthOutOfRangeError	error	lms	ja-JP	入出庫番号の桁数が範囲外です。										
unitNumCheckHalfWidthOnlyError	error	lms	ja-JP	入数が半角文字以外です。										
delivCdCheckHalfWidthOnlyError	error	lms	ja-JP	納入先コードが半角文字以外です。										
deliverySlipPrintTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	納品書印刷区分が半角文字以外です。										
deliverySlipPrintTypeCdLengthOutOfRangeError	error	lms	ja-JP	納品書印刷区分の桁数が範囲外です。										
deliverySlipNoCheckHalfWidthOnlyError	error	lms	ja-JP	納品書番号が半角文字以外です。										
deliverySlipNoLengthOutOfRangeError	error	lms	ja-JP	納品書番号の桁数が範囲外です。										
wasteReturnDtCheckNumericOnlyError	error	lms	ja-JP	廃棄返却日が数字以外です。										
wasteReturnDtCheckNotDateFormatError	error	lms	ja-JP	廃棄返却日が日付ではありません。										
wasteReturnDtLengthOutOfRangeError	error	lms	ja-JP	廃棄返却日の桁数が範囲外です。										
salesNo2CheckHalfWidthOnlyError	error	lms	ja-JP	売上番号２が半角文字以外です。										
salesNo2LengthOutOfRangeError	error	lms	ja-JP	売上番号２の桁数が範囲外です。										
salesOrgCdCheckHalfWidthOnlyError	error	lms	ja-JP	販売組織コードが半角文字以外です。										
salesOrgCdLengthOutOfRangeError	error	lms	ja-JP	販売組織コードの桁数が範囲外です。										
procuctNmKana1CheckHalfWidthOnlyError	error	lms	ja-JP	品名カナ1が半角文字以外です。										
procuctNmKana2CheckHalfWidthOnlyError	error	lms	ja-JP	品名カナ2が半角文字以外です。										
productNmKanjiLengthOutOfRangeError	error	lms	ja-JP	品名漢字の桁数が範囲外です。										
hinmokuKanjiLengthOutOfRangeError	error	lms	ja-JP	品目漢字の桁数が範囲外です。										
notificationCommentLengthOutOfRangeError	error	lms	ja-JP	物品送付案内書備考欄の桁数が範囲外です。										
separateShippingFeeCheckNumericOnlyError	error	lms	ja-JP	別途送料が数字以外です。										
separateShippingFeeLengthOutOfRangeError	error	lms	ja-JP	別途送料の桁数が範囲外です。										
storageSpaceCdCheckHalfWidthOnlyError	error	lms	ja-JP	保管場所が半角文字以外です。										
storageSpaceCdNullError	error	lms	ja-JP	保管場所が存在しません。										
storageSpaceCdLengthOutOfRangeError	error	lms	ja-JP	保管場所の桁数が範囲外です。										
storageSpaceNm1LengthOutOfRangeError	error	lms	ja-JP	保管場所名の桁数が範囲外です。										
storageSpaceNm2LengthOutOfRangeError	error	lms	ja-JP	保管場所名別名の桁数が範囲外です。										
zipCdCheckHalfWidthOnlyError	error	lms	ja-JP	郵便番号が半角文字以外です。										
zipCdLengthOutOfRangeError	error	lms	ja-JP	郵便番号の桁数が範囲外です。										
spareCdCheckHalfWidthOnlyError	error	lms	ja-JP	予備コードが半角文字以外です。										
spareTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	予備区分が半角文字以外です。										
spareTypeCdLengthOutOfRangeError	error	lms	ja-JP	予備区分の桁数が範囲外です。										
depositJanCdCheckHalfWidthOnlyError	error	lms	ja-JP	預りJANコードが半角文字以外です。										
distributionProcessDataDuplicateError	error	lms	ja-JP	流通加工情報が重複しています。										
productReturnDtCheckNumericOnlyError	error	lms	ja-JP	良品返却日が数字以外です。										
productReturnDtCheckNotDateFormatError	error	lms	ja-JP	良品返却日が日付ではありません。										
productReturnDtLengthOutOfRangeError	error	lms	ja-JP	良品返却日の桁数が範囲外です。										
snCheckNumericOnlyError	error	lms	ja-JP	連番が数字以外です。										
servSalesOrgCdNotInputError	error	lms	ja-JP	取扱販売組織CDを入力して下さい。										
servSalesOrgNmNotInputError	error	lms	ja-JP	取扱販売組織名称を入力して下さい。										
koguchiDeliveryCdNotInputError	error	lms	ja-JP	戸口配送先CDを入力して下さい。										
koguchiDeliveryNmNotInputError	error	lms	ja-JP	戸口配送先名称を入力して下さい。										
salesOrgNmNotInputError	error	lms	ja-JP	販売組織名称を入力して下さい。										
salesOrgBranchNmNotInputError	error	lms	ja-JP	販売組織支店名称を入力して下さい。										
abolishDtCheckDateFormatError	error	lms	ja-JP	廃止日が日付不正(形式:YYYY/MM/DD)										
abolishDtBeforeCurrentDateError	error	lms	ja-JP	廃止日は現在日より前の日付に指定することはできません。										
servSalesOrgCdNotFoundInMasterError	error	lms	ja-JP	取扱販売組織CDが販売組織マスタに存在しません。										
koguchiDeliveryCdNotFoundInMasterError	error	lms	ja-JP	戸口配送先CDが配送先マスタに存在しません。										
addTimeOrderCheckNotTimeFormatError	error	lms	ja-JP	作成時間(発注)が時刻ではありません。										
packingNoCheckHalfWidthOnlyError	error	lms	ja-JP	梱包番号が半角文字以外です。										
sapAddUserCheckHalfWidthOnlyError	error	lms	ja-JP	作成者が半角文字以外です。										
sapUpdUserCdCheckHalfWidthOnlyError	error	lms	ja-JP	更新者が半角文字以外です。										
spareCheckHalfWidthOnlyError	error	lms	ja-JP	予備が半角文字以外です。										
servSalesOrgCdCheckHalfWidthOnlyError	error	lms	ja-JP	取扱販売組織CDが半角文字以外です。										
servSalesOrgNmLengthOutOfRangeError	error	lms	ja-JP	取扱販売組織名称の桁数が範囲外です。										
directFlgLengthOutOfRangeError	error	lms	ja-JP	直送フラグの桁数が範囲外です。										
servSalesOrgCdLengthOutOfRangeError	error	lms	ja-JP	取扱販売組織CDの桁数が範囲外です。										
directFlgCheckHalfWidthOnlyError	error	lms	ja-JP	直送フラグが半角文字以外です。										
urgentFlgLengthOutOfRangeError	error	lms	ja-JP	緊急フラグの桁数が範囲外です。										
urgentFlgCheckHalfWidthOnlyError	error	lms	ja-JP	緊急フラグが半角文字以外です。										
deliveryFlgLengthOutOfRangeError	error	lms	ja-JP	納品フラグの桁数が範囲外です。										
deliveryFlgCheckHalfWidthOnlyError	error	lms	ja-JP	納品フラグが半角文字以外です。										
koguchiDeliveryCdLengthOutOfRangeError	error	lms	ja-JP	戸口配送先CDの桁数が範囲外です。										
koguchiDeliveryCdCheckHalfWidthOnlyError	error	lms	ja-JP	戸口配送先CDが半角文字以外です。										
koguchiDeliveryNmLengthOutOfRangeError	error	lms	ja-JP	戸口配送先名称の桁数が範囲外です。										
uniDeliveryCdLengthOutOfRangeError	error	lms	ja-JP	統合配送先CDの桁数が範囲外です。										
uniDeliveryCdCheckHalfWidthOnlyError	error	lms	ja-JP	統合配送先CDが半角文字以外です。										
uniDeliveryNmLengthOutOfRangeError	error	lms	ja-JP	統合配送先名称の桁数が範囲外です。										
fwTypeCdLengthOutOfRangeError	error	lms	ja-JP	FW区分の桁数が範囲外です。										
fwTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	FW区分が半角文字以外です。										
mcaTypeCdLengthOutOfRangeError	error	lms	ja-JP	MCA区分の桁数が範囲外です。										
mcaTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	MCA区分が半角文字以外です。										
youhinTypeCdLengthOutOfRangeError	error	lms	ja-JP	用品区分の桁数が範囲外です。										
youhinTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	用品区分が半角文字以外です。										
carrierIdLengthOutOfRangeError	error	lms	ja-JP	運送業者IDの桁数が範囲外です。										
carrierIdCheckHalfWidthOnlyError	error	lms	ja-JP	運送業者IDが半角文字以外です。										
reqSalesOrgCdLengthOutOfRangeError	error	lms	ja-JP	依頼元販売組織CDの桁数が範囲外です。										
reqSalesOrgCdCheckHalfWidthOnlyError	error	lms	ja-JP	依頼元販売組織CDが半角文字以外です。										
reqSalesOrgNmLengthOutOfRangeError	error	lms	ja-JP	依頼元販売組織名称の桁数が範囲外です。										
reqSalesOrgBranchNmLengthOutOfRangeError	error	lms	ja-JP	依頼元販売組織支店名称の桁数が範囲外です。										
reqSalesOrgAddress1LengthOutOfRangeError	error	lms	ja-JP	依頼元販売組織住所１の桁数が範囲外です。										
