CLASS_CD	CLASS_COMMENT	SYSTEM_TYPE	CLASS_DTL_CD	DICT_NM	VIEW_ORDER	DEFAULT_FLG	CLASS_GRP_CD	CLASS_GRP_COMMENT	USE_FLG	DEFAULT_FLG	CLASS_GRP_CD	CLASS_GRP_COMMENT	USE_FLG	DEFAULT_FLG	CLASS_GRP_CD	CLASS_GRP_COMMENT	USE_FLG	DEFAULT_FLG
SHIPPING_STATUS	出荷ステータス	base	20	出庫指示解除中	3	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス			SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス			SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス		
SHIPPING_STATUS	出荷ステータス	base	25	出庫指示済	4	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	30	ピッキング中	5	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	35	ピッキング済	6	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	40	出荷検品中	7	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	45	出荷検品中断	8	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	50	出荷検品済	9	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	55	出荷確定済	10	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	60	承認待ち	11	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス	1	0
SHIPPING_STATUS	出荷ステータス	base	90	キャンセル	12	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス		
SHIPPING_STATUS	出荷ステータス	base	99	エラー有	13	0	SHIPPING_STATUS_SELECT	プルダウン用出荷ステータス	1	0	SHIPPING_STATUS_EOL	EC受注データ一覧用出荷ステータス	1	0	SHIPPING_STATUS_WORKING	出庫指示後出荷ステータス		
SHIPPING_STOP_FLG	出荷停止フラグ	base	1	出荷停止	2	0												
SHIPPING_STOP_FLG	出荷停止フラグ	base	0	出荷可能	1	0												
SHORT_STOCK_DISPLAY	欠品表示区分	base	0	全件表示	1	1												
SHORT_STOCK_DISPLAY	欠品表示区分	base	1	欠品のみ	2	0												
SHP_CHECK_CLS	出荷検品区分	base	0	ピース検品	1	0												
SHP_CHECK_CLS	出荷検品区分	base	1	ケース検品	2	0												
SHP_CHECK_DISPLAY	未検品表示区分	base	0	全件表示	1	0												
SHP_CHECK_DISPLAY	未検品表示区分	base	1	未検品のみ表示	2	1												
SLIP_TYPE	送り状種別	base	0	発払い	1	0												
SLIP_TYPE	送り状種別	base	2	コレクト	2	0												
SLIP_TYPE	送り状種別	base	3	メール便	3	0												
SLIP_TYPE	送り状種別	base	4	タイム	4	0												
SLIP_TYPE	送り状種別	base	5	着払い	5	0												
SLIP_TYPE	送り状種別	base	6	メール便速達サービス	6	0												
SOUND_PLAY_FLG	操作音再生フラグ	base	0	再生しない	1	0												
SOUND_PLAY_FLG	操作音再生フラグ	base	1	再生する	2	1												
STOCK_ADJUST_FLG	在庫調整フラグ	base	0	在庫調整対象外	1	0												
STOCK_ADJUST_FLG	在庫調整フラグ	base	1	在庫調整対象	2	0												
STOCK_DISPLAY_FLD	在庫表示内容	base	0	商品順（日報なし）	1	1												
STOCK_DISPLAY_FLD	在庫表示内容	base	1	商品順（日報あり）	2	0												
STOCK_DISPLAY_FLD	在庫表示内容	base	2	ロケーション順（日報なし）	3	0												
STOCK_DISPLAY_FLD	在庫表示内容	base	3	ロケーション順（日報あり）	4	0												
STOCK_EXIST_ONLY_FLG	在庫有のみフラグ	base	0	全て	1	0												
STOCK_EXIST_ONLY_FLG	在庫有のみフラグ	base	1	在庫有のみ	2	0												
STOCK_MOVE_FLG	在庫調整フラグ	base	0	未調整	1	0												
STOCK_MOVE_FLG	在庫調整フラグ	base	1	調整済	2	0												
STOCK_NUM_0_DISPLAY	在庫数 0非表示	base	0	0表示	1	1												
STOCK_NUM_0_DISPLAY	在庫数 0非表示	base	1	0非表示	2	0												
STOCK_OUT_ALLOC_CLS	欠品時引当区分	base	0	引当可能数を引当	1	0												
STOCK_OUT_ALLOC_CLS	欠品時引当区分	base	1	商品毎に0引当	2	0												
STOCK_OUT_ALLOC_CLS	欠品時引当区分	base	2	納品先毎に0引当	3	0												
STOCK_OUT_AUTO_INST_FLG	欠品時自動出庫指示フラグ	base	0	自動出庫指示に含めない	1	0												
STOCK_OUT_AUTO_INST_FLG	欠品時自動出庫指示フラグ	base	1	自動出庫指示に含める	2	0												
STOCK_OUT_FLG	欠品フラグ	base	0	欠品無	1	1												
STOCK_OUT_FLG	欠品フラグ	base	1	欠品有	2	0												
STOCK_OUT_INST_CXL_FLG	欠品時出庫指示取消フラグ	base	0	出庫指示を取消しない	1	0												
STOCK_OUT_INST_CXL_FLG	欠品時出庫指示取消フラグ	base	1	出庫指示を取消	2	0												
STOCK_OUT_INST_SPLIT_FLG	欠品時出荷指示分離フラグ	base	0	分離しない	1	0												
STOCK_OUT_INST_SPLIT_FLG	欠品時出荷指示分離フラグ	base	1	分離する	2	0												
STOCK_QTY_DISPLAY	在庫数表示	base	0	表示しない	1	0												
STOCK_QTY_DISPLAY	在庫数表示	base	1	表示する	2	1												
STOCK_TAKING_INPUT	棚卸データ有	base	1	棚卸入力有のみ表示	2	0												
STOCK_TAKING_INPUT	棚卸データ有	base	0	棚卸入力無のみ表示	1	0												
STOCK_TARGET	在庫対象	base	0	全部対象	1	0												
STOCK_TARGET	在庫対象	base	1	引当可能数＋引当済数＞０	2	1												
STORE_DT_FLG	入庫日管理フラグ	base	0	管理しない	1	0												
STORE_DT_FLG	入庫日管理フラグ	base	1	管理する	2	0												
STORE_FLG	格納フラグ	base	0	未格納	1	0												
STORE_FLG	格納フラグ	base	1	格納	2	0												
STORE_NO_DIVIDE_DISPLAY	入庫No.分割表示	base	0	表示しない	0	1												
STORE_NO_DIVIDE_DISPLAY	入庫No.分割表示	base	1	表示する	1	0												
STORE_NO_FLG	入庫No.管理フラグ	base	0	管理しない	1	0												
STORE_NO_FLG	入庫No.管理フラグ	base	1	管理する	2	0												
STORE_NO_MERGE_FLG	入庫No.マージフラグ	base	0	マージしない	1	0												
STORE_NO_MERGE_FLG	入庫No.マージフラグ	base	1	マージする	2	0												
SYSTEM_LOG_STATUS	システムログステータス	base	1	正常	1	0												
SYSTEM_LOG_STATUS	システムログステータス	base	2	異常	2	0												
SYSTEM_LOG_TYPE	システムログ種別	base	1	通常	1	0												
SYSTEM_LOG_TYPE	システムログ種別	base	2	SQL(SELECT)	2	0												
SYSTEM_LOG_TYPE	システムログ種別	base	3	SQL(INSERT)	3	0												
SYSTEM_LOG_TYPE	システムログ種別	base	4	SQL(UPDATE)	4	0												
SYSTEM_LOG_TYPE	システムログ種別	base	5	SQL(DELETE)	5	0												
SYSTEM_LOG_TYPE	システムログ種別	base	6	SQL(OTHERS)	6	0												
SYSTEM_TYPE	システム種別	base	base	基盤	1	0												
SYSTEM_TYPE	システム種別	base	wms	WMS	2	1												
TAG_DELIVERY_OUT_FLG	荷札納品書在中出力フラグ	base	0	出力しない	1	1												
TAG_DELIVERY_OUT_FLG	荷札納品書在中出力フラグ	base	1	1枚目のみ出力	2	0												
TAKING_SHIPPING_DT_FLG	作業日/出荷日/納品日区分	base	0	作業日	1	1												
TAKING_SHIPPING_DT_FLG	作業日/出荷日/納品日区分	base	1	出荷日	2	0												
TAKING_SHIPPING_DT_FLG	作業日/出荷日/納品日区分	base	2	納品日	3	0												
TAKING_SHIPPING_FLG	作業日/出荷日区分	base	0	作業日	1	1												
TAKING_SHIPPING_FLG	作業日/出荷日区分	base	1	出荷日	2	0												
TEXT_ALIGN	表示位置	base	left	左寄せ	1	0												
TEXT_ALIGN	表示位置	base	right	右寄せ	2	0												
TEXT_ALIGN	表示位置	base	center	中央揃え	3	0												
TOTAL_PIC_FLG	トータルピックフラグ	base	0	トータルピック無	1	0												
TOTAL_PIC_FLG	トータルピックフラグ	base	1	トータルピック有	2	0												
TRACKING_NUMBERING_UNIT	追跡番号採番単位	base	1	出庫作業No単位	1	1												
TRACKING_NUMBERING_UNIT	追跡番号採番単位	base	2	梱包単位	2	0												
TRANSIT_DISPLAY	積送中在庫のみ表示	base	0	全件表示	0	1												
TRANSIT_DISPLAY	積送中在庫のみ表示	base	1	積送中在庫のみ表示	1	0												
UNMATCH	アンマッチ有	base	1	アンマッチ有のみ表示	2	1												
UNMATCH	アンマッチ有	base	0	全件表示	1	0												
UPD_CD	修正コード	base	0	修正なし	1	0												
UPD_CD	修正コード	base	1	新規追加	2	0												
UPD_CD	修正コード	base	2	廃止	3	0												
UPD_TYPE	更新区分	base	0	変更なし	1	0												
UPD_TYPE	更新区分	base	1	変更あり	2	0												
UPD_TYPE	更新区分	base	2	廃止	3	0												
UPDATABLE	更新可否	base	0	更新不可	1	1												
UPDATABLE	更新可否	base	1	更新可能	2	0												
UPLOAD_TABLE_NM	アップロードテーブル名	base	tRakutenOrder	楽天RMS受注	1	0												
UPLOAD_TABLE_NM	アップロードテーブル名	base	tAmazonOrder	Amazon受注	2	0												
UPLOAD_TABLE_NM	アップロードテーブル名	base	tYahooOrder	Yahoo受注	3	0												
USE_HT_SHIP_FLG	HT/SDケースピック使用フラグ	base	0	未使用	1	1												
USE_HT_SHIP_FLG	HT/SDケースピック使用フラグ	base	1	使用	2	0												
USER_EDITABLE	ユーザ編集可否	base	0	否	1	0												
USER_EDITABLE	ユーザ編集可否	base	1	可	2	0												
VENDOR_FLG	仕入先フラグ	base	1	使用	2	0												
VENDOR_FLG	仕入先フラグ	base	0	未使用	1	0												
VISIBLE	表示可否	base	0	非表示	1	0												
VISIBLE	表示可否	base	1	表示	2	1												
WORK_FLG	処理済フラグ	base	0	未処理	1	0												
WORK_FLG	処理済フラグ	base	1	処理済	2	0												
WORK_MESSAGE_FLG	作業メッセージ有無	base	0	メッセージ無	0	0												
WORK_MESSAGE_FLG	作業メッセージ有無	base	1	メッセージ有	1	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	0812	午前中	1	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	1214	12時～14時	2	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	1416	14時～16時	3	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	1618	16時～18時	4	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	1820	18時～20時	5	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	1921	19時～21時	6	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	2021	20時～21時	7	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	0010	午前10時まで	8	0												
YAMATO_DELIV_TZ	ヤマト配達時間帯	base	0017	午後5時まで	9	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	00	時間指定なし	1	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	51	午前中	2	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	52	12時～14時	3	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	53	14時～16時	4	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	54	16時～18時	5	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	55	18時～20時	6	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	57	19時～21時	7	0												
YUPACK_DELIV_TZ	ゆうパック配達時間帯	base	56	20時～21時	8	0												
ZIP_FLG	郵便番号フラグ	base	0	該当せず	1	0												
ZIP_FLG	郵便番号フラグ	base	1	該当	2	0												
RESULT_AFTER_PRODUCT_TARGET	実績入力後入庫/商品ラベル出力対象	base	1	入庫ラベル	1	1												
RESULT_AFTER_PRODUCT_TARGET	実績入力後入庫/商品ラベル出力対象	base	2	商品ラベル	2	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCenterCol	センタ列マスタ	1	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCenterItem	センタ項目マスタ	2	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCenterScreen	センタ画面マスタ	3	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCarrierSlipSgw	佐川送り状マスタ	4	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCarrierSlipYmt	ヤマト送り状マスタ	5	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCarrierSlipYupk	ゆうパック送り状マスタ	6	0												
INSPECTION_LABEL_OUT_FLG	検品ラベル出力	wms	0	出力しない	1	1												
INSPECTION_LABEL_OUT_FLG	検品ラベル出力	wms	1	出力する	2	0												
DECIMAL_PRODUCT_PACKING	小数管理商品梱包単位	wms	0	荷姿単位で1梱包	1	0												
DECIMAL_PRODUCT_PACKING	小数管理商品梱包単位	wms	1	商品単位で1梱包	2	0												
DECIMAL_EXIST_FLG	小数有無フラグ	wms	0	小数を含まない	1	1												
DECIMAL_EXIST_FLG	小数有無フラグ	wms	1	小数を含む	2	0												
CASE_PICK_FLG	ケースピッキング対象	wms	0	対象外	1	0												
CASE_PICK_FLG	ケースピッキング対象	wms	1	対象	2	1												
EM_REPLENISH_SHAPE_FLG	緊急補充ゾーン補充荷姿	wms	0	対象外	1	0												
EM_REPLENISH_SHAPE_FLG	緊急補充ゾーン補充荷姿	wms	1	対象	2	1												
WORK_STATUS	作業ステータス	wms	01	作業中	1	0												
WORK_STATUS	作業ステータス	wms	02	正常終了	2	0												
WORK_STATUS	作業ステータス	wms	03	基盤強制終了	3	0												
WORK_LOG_OUT_FLG	作業実績出力フラグ	wms	0	未出力	1	0												
WORK_LOG_OUT_FLG	作業実績出力フラグ	wms	1	出力済	2	0												
ROLE_CONTROL_CLASS	権限制御区分	base	1	許可を指定	1	0												
ROLE_CONTROL_CLASS	権限制御区分	base	2	拒否を指定	2	0												
BOL_OUT_FLG	Bill of Lading出力フラグ	wms	0	未発行	1	0												
BOL_OUT_FLG	Bill of Lading出力フラグ	wms	1	発行済	2	0												
BOL_OUTPUT_TARGET_FLG	Bill of Lading出力対象フラグ	wms	0	対象外	1	0												
BOL_OUTPUT_TARGET_FLG	Bill of Lading出力対象フラグ	wms	1	対象	2	1												
PAYMENT_TERM	Payment Term	wms	PPD	PrePaid	1	0												
PAYMENT_TERM	Payment Term	wms	PPB	PrePaid & Bill	2	0												
PAYMENT_TERM	Payment Term	wms	COL	Collect	3	0												
PAYMENT_TERM	Payment Term	wms	CO1	COD Bill FRT	4	0												
PAYMENT_TERM	Payment Term	wms	CO2	COD NOT Bill FRT	5	0												
PAYMENT_TERM	Payment Term	wms	3PL	3rd Party	6	0												
CES_INTEGRATION_FLG	CES連携フラグ	wms	0	連携しない	1	0												
CES_INTEGRATION_FLG	CES連携フラグ	wms	1	連携する	2	0												
PACKING_SLIP_AUTO_OUTPUT_FLG	納品明細書自動発行フラグ	wms	0	発行しない	1	0												
PACKING_SLIP_AUTO_OUTPUT_FLG	納品明細書自動発行フラグ	wms	1	発行する	2	0												
FREIGHT_CLS	Freight Class	wms	01	50	1	0												
FREIGHT_CLS	Freight Class	wms	02	55	2	0												
FREIGHT_CLS	Freight Class	wms	03	60	3	0												
FREIGHT_CLS	Freight Class	wms	04	65	4	0												
FREIGHT_CLS	Freight Class	wms	05	70	5	0												
FREIGHT_CLS	Freight Class	wms	06	77.5	6	0												
FREIGHT_CLS	Freight Class	wms	07	85	7	0												
FREIGHT_CLS	Freight Class	wms	08	92.5	8	0												
FREIGHT_CLS	Freight Class	wms	09	100	9	0												
FREIGHT_CLS	Freight Class	wms	10	110	10	0												
FREIGHT_CLS	Freight Class	wms	11	125	11	0												
FREIGHT_CLS	Freight Class	wms	12	150	12	0												
FREIGHT_CLS	Freight Class	wms	13	175	13	0												
FREIGHT_CLS	Freight Class	wms	14	200	14	0												
FREIGHT_CLS	Freight Class	wms	15	250	15	0												
FREIGHT_CLS	Freight Class	wms	16	300	16	0												
FREIGHT_CLS	Freight Class	wms	17	400	17	0												
FREIGHT_CLS	Freight Class	wms	18	500	18	0												
SAT_DELIVERY_FLG	Saturday Delivery フラグCD	wms	1	Enable	1	0												
SAT_DELIVERY_FLG	Saturday Delivery フラグCD	wms	0	Disable	2	0												
RESIDENTIAL_DELIVERY_FLG	Residential Delivery フラグCD	wms	1	Enable	1	0												
RESIDENTIAL_DELIVERY_FLG	Residential Delivery フラグCD	wms	0	Disable	2	0												
COD_FLG	Collect On Delivery フラグCD	wms	1	Enable	1	0												
COD_FLG	Collect On Delivery フラグCD	wms	0	Disable	2	0												
SIGNATURE_REQUIRED_FLG	Signature Required フラグCD	wms	1	Enable	1	0												
SIGNATURE_REQUIRED_FLG	Signature Required フラグCD	wms	0	Disable	2	0												
SIGNATURE_RELEASE_FLG	Signature ReleaseフラグCD	wms	1	Enable	1	0												
SIGNATURE_RELEASE_FLG	Signature ReleaseフラグCD	wms	0	Disable	2	0												
CALL_BEFORE_DELIVERY_FLG	Call Before Delivery フラグCD	wms	1	Enable	1	0												
CALL_BEFORE_DELIVERY_FLG	Call Before Delivery フラグCD	wms	0	Disable	2	0												
FREEZABLE_PROTECTION_FLG	Freezable Protection フラグCD	wms	1	Enable	1	0												
FREEZABLE_PROTECTION_FLG	Freezable Protection フラグCD	wms	0	Disable	2	0												
GUARANTEED_PLUS_FLG	Guaranteed Plus フラグCD	wms	1	Enable	1	0												
GUARANTEED_PLUS_FLG	Guaranteed Plus フラグCD	wms	0	Disable	2	0												
RESIDENTIAL_PICKUP_FLG	Residential Pickup フラグCD	wms	1	Enable	1	0												
RESIDENTIAL_PICKUP_FLG	Residential Pickup フラグCD	wms	0	Disable	2	0												
DO_NOT_STACK_STACK_FLG	Do Not Stack Pallets フラグCD	wms	1	Enable	1	0												
DO_NOT_STACK_STACK_FLG	Do Not Stack Pallets フラグCD	wms	0	Disable	2	0												
LIMITED_ACCESS_DELIVERY_FLG	Limited Access Delivery フラグCD	wms	1	Enable	1	0												
LIMITED_ACCESS_DELIVERY_FLG	Limited Access Delivery フラグCD	wms	0	Disable	2	0												
LIMITED_ACCESS_PICKUP_FLG	Limited Access Pickup フラグCD	wms	1	Enable	1	0												
LIMITED_ACCESS_PICKUP_FLG	Limited Access Pickup フラグCD	wms	0	Disable	2	0												
OVER_SIZED_FLG	Over-Sized/Extreme Length フラグCD	wms	1	Enable	1	0												
OVER_SIZED_FLG	Over-Sized/Extreme Length フラグCD	wms	0	Disable	2	0												
POISON_FLG	Poison フラグCD	wms	1	Enable	1	0												
POISON_FLG	Poison フラグCD	wms	0	Disable	2	0												
FOOG_FLG	Food フラグCD	wms	1	Enable	1	0												
FOOG_FLG	Food フラグCD	wms	0	Disable	2	0												
LIFTGATE_DELIVERY_PREPAID_FLG	Liftgate at delivery フラグCD (Prepaid)	wms	1	Enable	1	0												
LIFTGATE_DELIVERY_PREPAID_FLG	Liftgate at delivery フラグCD (Prepaid)	wms	0	Disable	2	0												
LIFTGATE_DELIVERY_COLLECT_FLG	Liftgate at delivery フラグCD (Collect)	wms	1	Enable	1	0												
LIFTGATE_DELIVERY_COLLECT_FLG	Liftgate at delivery フラグCD (Collect)	wms	0	Disable	2	0												
LIFTGATE_PICKUP_PREPAID_FLG	Liftgate at pickup フラグCD (Prepaid)	wms	1	Enable	1	0												
LIFTGATE_PICKUP_PREPAID_FLG	Liftgate at pickup フラグCD (Prepaid)	wms	0	Disable	2	0												
LIFTGATE_PICKUP_COLLECT_FLG	Liftgate at pickup フラグCD (Collect)	wms	1	Enable	1	0												
LIFTGATE_PICKUP_COLLECT_FLG	Liftgate at pickup フラグCD (Collect)	wms	0	Disable	2	0												
INSIDE_DELIVERY_PREPAID_FLG	Inside Delivery フラグCD (Prepaid)	wms	1	Enable	1	0												
INSIDE_DELIVERY_PREPAID_FLG	Inside Delivery フラグCD (Prepaid)	wms	0	Disable	2	0												
INSIDE_DELIVERY_COLLECT_FLG	Inside Delivery フラグCD (Collect)	wms	1	Enable	1	0												
INSIDE_DELIVERY_COLLECT_FLG	Inside Delivery フラグCD (Collect)	wms	0	Disable	2	0												
INSIDE_PICKUP_PREPAID_FLG	Inside Pickup フラグCD (Prepaid)	wms	1	Enable	1	0												
INSIDE_PICKUP_PREPAID_FLG	Inside Pickup フラグCD (Prepaid)	wms	0	Disable	2	0												
INSIDE_PICKUP_COLLECT_FLG	Inside Pickup フラグCD (Collect)	wms	1	Enable	1	0												
INSIDE_PICKUP_COLLECT_FLG	Inside Pickup フラグCD (Collect)	wms	0	Disable	2	0												
RCMD_PICKING_CLS	提案ピッキング方法	wms	1	オーダーピッキング	1	0												
RCMD_PICKING_CLS	提案ピッキング方法	wms	2	トータルピッキング＋摘み取り	2	0												
RCMD_PICKING_CLS	提案ピッキング方法	wms	3	トータルピッキング＋種蒔き	3	0												
RCMD_PICKING_CLS	提案ピッキング方法	wms	4	マルチピッキング	4	0												
RCMD_PICKING_CLS	提案ピッキング方法	wms	5	単行ピッキング	5	0												
RCMD_PICKING_CLS	提案ピッキング方法	wms	6	ケースピッキング	6	0												
SGL_ROW_PIC_TARGET	単行ピッキング対象	wms	0	対象外	1	0												
SGL_ROW_PIC_TARGET	単行ピッキング対象	wms	1	対象	2	0												
CASE_PIC_TARGET	ケースピッキング対象	wms	0	対象外	1	0												
CASE_PIC_TARGET	ケースピッキング対象	wms	1	対象	2	0												
ATTENDANCE_LEAVING_REST	出退勤・休憩	wms	1	出勤	1	0												
ATTENDANCE_LEAVING_REST	出退勤・休憩	wms	2	退勤	2	0												
ATTENDANCE_LEAVING_REST	出退勤・休憩	wms	4	休憩開始	3	0												
ATTENDANCE_LEAVING_REST	出退勤・休憩	wms	8	休憩終了	4	0												
UPLOAD_ZIP_TYPE	郵便番号種別	wms	0	住所	1	1												
UPLOAD_ZIP_TYPE	郵便番号種別	wms	1	事業所	2	0												
FW_TYPE	FW	lms	1	特定品種	1	0												
MCA_TYPE	MCA	lms	1	特定品種	1	0												
ACCOUNT_FLG	得意先フラグ	lms	0	使用しない	1	0												
ACCOUNT_FLG	得意先フラグ	lms	1	使用する	2	0												
ALARM_REASON_CLS	アラーム区分	lms	01	荷揃対象データ無し	1	0												
ALARM_REASON_CLS	アラーム区分	lms	02	戸配区分マスタ不一致	2	0												
ALARM_REASON_CLS	アラーム区分	lms	03	論理在庫欠品	3	0												
ALARM_REASON_CLS	アラーム区分	lms	04	運送業者登録無し(指定)	4	0												
ALARM_REASON_CLS	アラーム区分	lms	05	運送業者該当無し(戸配)	5	0												
ALARM_REASON_CLS	アラーム区分	lms	06	運送業者該当無し(店送り)	6	0												
ALARM_REASON_CLS	アラーム区分	lms	07	運送業者該当無し(直送)	7	0												
ALARM_REASON_CLS	アラーム区分	lms	08	運送業者休日振替(出荷日)	8	0												
ALARM_REASON_CLS	アラーム区分	lms	09	運送業者休日(配送日)	9	0												
ALARM_REASON_CLS	アラーム区分	lms	10	運送業者振替(大物)	10	0												
ALARM_REASON_CLS	アラーム区分	lms	11	運送業者振替(重量物)	11	0												
ALARM_REASON_CLS	アラーム区分	lms	12	荷揃処理エラー	12	0												
ALARM_TYPE	アラーム種別	lms	0	エラー	1	0												
ALARM_TYPE	アラーム種別	lms	1	警告	2	0												
AREA_CLS	エリア	lms	0	0	1	0												
AREA_CLS	エリア	lms	1	1	2	0												
AREA_CLS	エリア	lms	2	2	3	0												
ASSORT_STATUS	仕分状態	lms	0	ピッキング中	1	0												
ASSORT_STATUS	仕分状態	lms	1	ピッキング完了	2	0												
ASSORT_STATUS	仕分状態	lms	2	仕分完了	3	0												
BASE_CLS	拠点区分	lms	2000	草加	1	0												
BASE_CLS	拠点区分	lms	2300	越谷	2	0												
BASE_CLS	拠点区分	lms	2400	リテイル小菅	3	0												
BASE_CLS	拠点区分	lms	2500	リテイル越谷	4	0												
BASE_CLS	拠点区分	lms	5000	東北ミドリ	5	0												
BASE_CLS	拠点区分	lms	9998	ミドリロジ管轄3PL	6	0												
BASE_CLS	拠点区分	lms	9999	ミドリロジ管轄外3PL	7	0												
BOX_TYPE	荷材	lms	1	ダンボール	1	0												
CARRIER_TYPE	運送業者	lms	JP	日本郵便	1	0												
CARRIER_TYPE	運送業者	lms	YMT	ヤマト運輸	2	0												
CARRIER_TYPE	運送業者	lms	SGW	佐川急便	3	0												
CARRIER_TYPE_CD	運送会社区分	lms	1	ヤマト運輸	1	0												
CARRIER_TYPE_CD	運送会社区分	lms	2	佐川急便	2	0												
CARRIER_TYPE_CD	運送会社区分	lms	6	飛脚ゆうメール	3	0												
CARRIER_TYPE_CD	運送会社区分	lms	7	ゆうパケット	4	0												
CASE_TYPE_CD	ケース区分	lms	Y	ケース	1	0												
CLOSING_DT	締め日	lms	0	20	1	0												
COMPLETED_HIDDEN	完了非表示	lms	1	完了非表示	1	0												
CONDITION	出力条件	lms	BLDL3350	0090	1	0												
CONSTRACT	建設支店	lms	1	XXXX	1	0												
CONSTRACT	建設支店	lms	2	XXXX	2	0												
CS_PS_TYPE	ケース／バラ区分	lms	1	バラ	1	0												
CS_PS_TYPE	ケース／バラ区分	lms	2	ケース	2	0												
DEFAULT_STOCK_TYPE	在庫区分	lms	W100	通常在庫	1	0												
DELIV_CENTER_FROM	拠点送り区分(出荷元)	lms	C001	草加物流センター	1	0												
DELIV_CENTER_FROM	拠点送り区分(出荷元)	lms	C003	東北ミドリ	2	0												
DELIV_CENTER_TO	拠点送り区分(出荷先)	lms	C001	草加物流センター	1	0												
DELIV_CENTER_TO	拠点送り区分(出荷先)	lms	C002	越谷物流センター	2	0												
DELIV_CENTER_TO	拠点送り区分(出荷先)	lms	C003	東北ミドリ	3	0												
DELIV_CENTER_TO	拠点送り区分(出荷先)	lms	C004	リテイル越谷	4	0												
DELIV_CENTER_TO	拠点送り区分(出荷先)	lms	C005	リテイル小菅	5	0												
DELIVERY_DT_UNSPECIFIED	配達指定有無	lms	0	配達指定日無	1	0												
DELIVERY_TIME_ZONE	配達時間帯	lms	A	午前中	1	0												
DELIVERY_TIME_ZONE	配達時間帯	lms	B	12時～14時	2	0												
DELIVERY_TIME_ZONE	配達時間帯	lms	C	14時～16時	3	0												
